,Point,Lat,Long,Temp_score,Pluv_score,Total_score
0,282,41.4087,9.1577,0.32885966903466746,0.7866666666666666,0.25870293964060503
1,423,41.4925,8.9759,0.33820839479555487,0.8110333333333333,0.2742982817923548
2,424,41.4864,9.071,0.3376252121912927,0.7958333333333336,0.2686933980355705
3,425,41.4802,9.166,0.3287404170889049,0.8340000000000001,0.2741695078521467
4,426,41.4739,9.261,0.32784557645244855,0.7654333333333334,0.2509439324025859
5,564,41.5759,8.7935,0.42501722679751425,0.9361999999999999,0.3979011277278328
6,565,41.57,8.8888,0.41162307680289345,1.0,0.41162307680289345
7,566,41.564,8.984,0.3962687813224914,1.0,0.3962687813224914
8,567,41.5579,9.0791,0.3402696388244627,1.0,0.3402696388244627
9,568,41.5517,9.1743,0.32851353635495983,0.8470666666666666,0.27827286619507463
10,569,41.5454,9.2694,0.3282456185716378,0.7733666666666668,0.25385421988268564
11,707,41.6474,8.8014,0.4384660800571023,0.9361000000000002,0.41044809754145356
12,708,41.6415,8.8967,0.40979733148868996,1.0,0.40979733148868996
13,709,41.6355,8.992,0.39924747056235727,1.0,0.39924747056235727
14,710,41.6294,9.0873,0.34842594528741494,1.0,0.34842594528741494
15,711,41.6232,9.1826,0.34732893369026907,1.0,0.34732893369026907
16,712,41.6169,9.2779,0.34832753844367637,0.9604666666666666,0.334556989757203
17,849,41.7248,8.7138,0.438703189316338,0.9300666666666668,0.40802321294348215
18,850,41.719,8.8093,0.4383666030582338,0.9338,0.4093467339357787
19,851,41.713,8.9047,0.4044647841103262,1.0,0.4044647841103262
20,852,41.707,9.0001,0.36419819897162015,1.0,0.36419819897162015
21,853,41.7009,9.0955,0.34869282216703135,1.0,0.34869282216703135
22,854,41.6946,9.1909,0.3252579442499998,1.0,0.3252579442499998
23,855,41.6884,9.2863,0.3206911299622355,1.0,0.3206911299622355
24,856,41.682,9.3817,0.3335619000569181,0.8693,0.2899653597194789
25,993,41.7905,8.8171,0.39972134394910613,1.0,0.39972134394910613
26,994,41.7845,8.9127,0.3673344523610178,1.0,0.3673344523610178
27,995,41.7785,9.0083,0.3327875758846152,1.0,0.3327875758846152
28,996,41.7724,9.1038,0.30984458383657015,1.0,0.30984458383657015
29,997,41.7661,9.1993,0.29305594586962336,1.0,0.29305594586962336
30,998,41.7598,9.2948,0.3354075774703719,1.0,0.3354075774703719
31,1136,41.862,8.8251,0.4096687364533796,1.0,0.4096687364533796
32,1137,41.856,8.9207,0.3568480874849675,1.0,0.3568480874849675
33,1138,41.85,9.0164,0.36707650542736975,1.0,0.36707650542736975
34,1139,41.8439,9.112,0.1747673123909712,1.0,0.1747673123909712
35,1140,41.8376,9.2077,0.07641179701270959,1.0,0.07641179701270959
36,1141,41.8313,9.3033,0.32147765815804996,1.0,0.32147765815804996
37,1277,41.9452,8.6413,0.4062802952167948,1.0,0.4062802952167948
38,1278,41.9394,8.7372,0.4086995680058451,1.0,0.4086995680058451
39,1279,41.9335,8.833,0.43113866998528205,0.9648999999999999,0.4160057026687986
40,1280,41.9276,8.9288,0.4030647813911331,1.0,0.4030647813911331
41,1281,41.9215,9.0246,0.27581648597529335,1.0,0.27581648597529335
42,1282,41.9154,9.1203,0.3402897377462428,1.0,0.3402897377462428
43,1283,41.9091,9.216,0.13394386842197392,1.0,0.13394386842197392
44,1284,41.9028,9.3118,0.3364011258062702,1.0,0.3364011258062702
45,1421,42.011,8.745,0.39015209791527256,1.0,0.39015209791527256
46,1422,42.0051,8.8409,0.4042767630207647,1.0,0.4042767630207647
47,1423,41.9991,8.9368,0.3501512733727809,1.0,0.3501512733727809
48,1424,41.993,9.0327,0.277186543625632,1.0,0.277186543625632
49,1425,41.9869,9.1286,0.11280790573999502,1.0,0.11280790573999502
50,1426,41.9806,9.2245,0.15673715534836447,1.0,0.15673715534836447
51,1427,41.9743,9.3203,0.33667965129685046,1.0,0.33667965129685046
52,1563,42.0883,8.6568,0.4401652914001763,0.9224666666666668,0.40603780914028265
53,1564,42.0825,8.7528,0.4300106290388596,0.9370666666666667,0.40294862678468074
54,1565,42.0766,8.8489,0.36417762076990057,1.0,0.36417762076990057
55,1566,42.0706,8.9449,0.36621532992510775,1.0,0.36621532992510775
56,1567,42.0646,9.0409,0.29620717797060064,1.0,0.29620717797060064
57,1568,42.0584,9.1369,0.028191679654846345,1.0,0.028191679654846345
58,1569,42.0522,9.2329,0.15794433592056356,1.0,0.15794433592056356
59,1570,42.0458,9.3288,0.34404619391521896,1.0,0.34404619391521896
60,1571,42.0394,9.4248,0.32856556078473537,0.9977666666666669,0.32783176436564954
61,1637,42.3488,1.9977,0.004713637413071395,1.0,0.004713637413071395
62,1642,42.3492,2.4818,0.18069694347077853,1.0,0.18069694347077853
63,1643,42.349,2.5786,0.23410354985281503,1.0,0.23410354985281503
64,1644,42.3488,2.6754,0.339802424055553,1.0,0.339802424055553
65,1705,42.1656,8.5683,0.43920874566204376,0.9381666666666668,0.41205100488860746
66,1706,42.1599,8.6645,0.4001956566940658,1.0,0.4001956566940658
67,1707,42.1541,8.7607,0.36388721263374885,1.0,0.36388721263374885
68,1708,42.1482,8.8569,0.3686353971069885,1.0,0.3686353971069885
69,1709,42.1422,8.953,0.33807182066538444,1.0,0.33807182066538444
70,1710,42.1361,9.0491,0.11458349112426029,1.0,0.11458349112426029
71,1711,42.1299,9.1452,0.12880029776968588,1.0,0.12880029776968588
72,1712,42.1237,9.2413,0.2708630964106507,1.0,0.2708630964106507
73,1713,42.1173,9.3374,0.338356342626194,1.0,0.338356342626194
74,1714,42.1109,9.4334,0.331581121860355,1.0,0.331581121860355
