,Point,Lat,Long,Temp_score,Pluv_score
299,2777,42.9215,1.6032,0.0,0.9075055555555556
300,2778,42.9221,1.701,0.0,0.9228722222222223
301,2779,42.9227,1.7988,0.0,0.9758222222222223
302,2780,42.9231,1.8966,0.0,0.9894000000000001
303,2781,42.9235,1.9943,0.0,0.9917055555555556
304,2782,42.9237,2.0921,0.0,1.0
305,2783,42.9239,2.1899,9.011362657386774e-06,1.0
306,2784,42.924,2.2877,6.400593626823089e-07,1.0
307,2785,42.924,2.3855,0.0,0.9884444444444445
308,2786,42.9239,2.4833,0.0,0.9434333333333333
309,2787,42.9237,2.581,0.0,0.9689944444444445
310,2788,42.9235,2.6788,6.284606859017643e-07,0.0
311,2789,42.9231,2.7766,0.00045177075018865837,1.0
312,2790,42.9227,2.8744,0.00031434762361466526,1.0
313,2791,42.9221,2.9722,0.013824026234936025,0.0
314,2854,42.7086,9.1156,0.07341433520658014,0.0
315,2855,42.7023,9.2127,0.07855399915168981,0.0
316,2856,42.696,9.3097,0.09996532996904842,1.0
317,2857,42.6896,9.4067,0.014884526888884805,1.0
318,2895,42.9486,-0.8436,0.0,0.32710555555555554
319,2896,42.9515,-0.7458,0.0,0.17635555555555538
320,2897,42.9543,-0.6481,0.0,0.49896111111111097
321,2898,42.9569,-0.5503,0.0,0.4353722222222225
322,2899,42.9595,-0.4525,0.0,0.44466666666666677
323,2900,42.962,-0.3547,0.0,0.3658499999999998
324,2901,42.9645,-0.2569,0.0,0.8223777777777777
325,2902,42.9668,-0.1591,0.0,0.8662611111111111
326,2903,42.969,-0.0613,0.0,0.905788888888889
327,2904,42.9712,0.0365,0.0,0.7765166666666667
328,2905,42.9732,0.1343,0.0,0.7898444444444445
329,2906,42.9752,0.2321,0.0,0.8609611111111112
330,2907,42.9771,0.33,0.0,0.6654666666666668
331,2908,42.9789,0.4278,0.0,0.8193222222222223
332,2909,42.9806,0.5257,0.0,0.83125
333,2910,42.9822,0.6235,0.0,0.8985
334,2911,42.9837,0.7214,0.0,1.0
335,2912,42.9851,0.8192,0.0,0.8883277777777778
336,2913,42.9865,0.9171,0.0,0.9019
337,2914,42.9877,1.015,0.0,0.9079111111111112
338,2915,42.9889,1.1129,0.0,0.96615
