,Point,Lat,Long,Temp_score,Pluv_score,Total_score
0,282,41.4087,9.1577,1.0,0.22100000000000009,0.22100000000000009
1,423,41.4925,8.9759,1.0,0.21063999999999994,0.21063999999999994
2,424,41.4864,9.071,1.0,0.1988000000000001,0.1988000000000001
3,425,41.4802,9.166,1.0,0.2584000000000002,0.2584000000000002
4,426,41.4739,9.261,1.0,0.20448,0.20448
5,564,41.5759,8.7935,1.0,0.2766000000000002,0.2766000000000002
6,565,41.57,8.8888,1.0,0.33763999999999994,0.33763999999999994
7,566,41.564,8.984,1.0,0.38636000000000004,0.38636000000000004
8,567,41.5579,9.0791,0.9738906249999999,0.7223200000000001,0.70346067625
9,568,41.5517,9.1743,1.0,0.2686400000000002,0.2686400000000002
10,569,41.5454,9.2694,1.0,0.21064000000000016,0.21064000000000016
11,707,41.6474,8.8014,1.0,0.24207999999999985,0.24207999999999985
12,708,41.6415,8.8967,1.0,0.32332000000000005,0.32332000000000005
13,709,41.6355,8.992,1.0,0.35440000000000005,0.35440000000000005
14,710,41.6294,9.0873,1.0,0.67004,0.67004
15,711,41.6232,9.1826,1.0,0.67944,0.67944
16,712,41.6169,9.2779,1.0,0.2832000000000001,0.2832000000000001
17,849,41.7248,8.7138,1.0,0.23740000000000006,0.23740000000000006
18,850,41.719,8.8093,1.0,0.24036000000000013,0.24036000000000013
19,851,41.713,8.9047,1.0,0.3766400000000001,0.3766400000000001
20,852,41.707,9.0001,1.0,0.52956,0.52956
21,853,41.7009,9.0955,1.0,0.6659200000000001,0.6659200000000001
22,854,41.6946,9.1909,0.6992140624999998,0.8280400000000001,0.5789772123125
23,855,41.6884,9.2863,1.0,0.44267999999999996,0.44267999999999996
24,856,41.682,9.3817,1.0,0.262,0.262
25,993,41.7905,8.8171,1.0,0.4206399999999999,0.4206399999999999
26,994,41.7845,8.9127,1.0,0.49936,0.49936
27,995,41.7785,9.0083,0.6806234374999999,0.76576,0.5211942034999999
28,996,41.7724,9.1038,0.5719124999999999,1.0,0.5719124999999999
29,997,41.7661,9.1993,0.5202015624999999,1.0,0.5202015624999999
30,998,41.7598,9.2948,0.97,0.9236400000000002,0.8959308000000002
31,1136,41.862,8.8251,1.0,0.3148000000000002,0.3148000000000002
32,1137,41.856,8.9207,0.99,0.63232,0.6259968
33,1138,41.85,9.0164,1.0,0.55244,0.55244
34,1139,41.8439,9.112,0.2674481249999999,1.0,0.2674481249999999
35,1140,41.8376,9.2077,0.060456203027343725,1.0,0.060456203027343725
36,1141,41.8313,9.3033,1.0,0.4983599999999999,0.4983599999999999
37,1277,41.9452,8.6413,1.0,0.3167199999999999,0.3167199999999999
38,1278,41.9394,8.7372,1.0,0.3083600000000002,0.3083600000000002
39,1279,41.9335,8.833,1.0,0.24831999999999987,0.24831999999999987
40,1280,41.9276,8.9288,0.9724999999999999,0.4070799999999999,0.3958852999999999
41,1281,41.9215,9.0246,0.489121875,0.8278800000000002,0.40493421787500006
42,1282,41.9154,9.1203,0.6467750000000001,1.0,0.6467750000000001
43,1283,41.9091,9.216,0.15596032675781252,0.843,0.13147455545683595
44,1284,41.9028,9.3118,1.0,0.5840399999999999,0.5840399999999999
45,1421,42.011,8.745,1.0,0.36748000000000003,0.36748000000000003
46,1422,42.0051,8.8409,1.0,0.34416,0.34416
47,1423,41.9991,8.9368,0.7525000000000001,0.7028800000000002,0.5289172000000002
48,1424,41.993,9.0327,0.4935,0.8295999999999999,0.4094075999999999
49,1425,41.9869,9.1286,0.12035576477539066,1.0,0.12035576477539066
50,1426,41.9806,9.2245,0.20685097753906256,0.8177199999999998,0.1691461813532422
