,Point,Latitude,Longitude,nom,code_pra
39336,6113,44.5061,6.3094,Gapencais,05239
39348,6253,44.5885,6.0128,Gapencais,05239
39360,6254,44.5851,6.1134,Gapencais,05239
39372,6255,44.5816,6.2139,Gapencais,05239
39384,6256,44.578,6.3144,Gapencais,05239
39636,13095,48.0939,3.8937,Pays d Othe,10319
39648,13096,48.0924,4.001,Pays d Othe,10319
39660,13236,48.1684,3.6808,Pays d Othe,10319
39672,13237,48.1672,3.7883,Pays d Othe,10319
39684,13238,48.1658,3.8958,Pays d Othe,10319
39696,13239,48.1643,4.0033,Pays d Othe,10319
39708,13379,48.2404,3.6826,Pays d Othe,10319
39720,13380,48.2391,3.7903,Pays d Othe,10319
39732,13381,48.2377,3.8979,Pays d Othe,10319
39744,13382,48.2362,4.0056,Pays d Othe,10319
39996,9058,46.073,0.4232,Brandes et Brenne,86438
40008,9201,46.1449,0.4207,Brandes et Brenne,86438
40020,9202,46.1466,0.5242,Brandes et Brenne,86438
40032,9345,46.2186,0.5218,Brandes et Brenne,86438
40044,9346,46.2202,0.6255,Brandes et Brenne,86438
40056,9487,46.2888,0.4156,Brandes et Brenne,86438
40068,9488,46.2906,0.5194,Brandes et Brenne,86438
40080,9489,46.2922,0.6232,Brandes et Brenne,86438
40092,9629,46.359,0.3091,Brandes et Brenne,86438
40104,9630,46.3608,0.4131,Brandes et Brenne,86438
40116,9631,46.3625,0.517,Brandes et Brenne,86438
40128,9632,46.3641,0.6209,Brandes et Brenne,86438
40140,9633,46.3657,0.7249,Brandes et Brenne,86438
40152,9634,46.3671,0.8288,Brandes et Brenne,86438
40164,9772,46.4309,0.3064,Brandes et Brenne,86438
40176,9773,46.4327,0.4105,Brandes et Brenne,86438
40188,9774,46.4345,0.5146,Brandes et Brenne,86438
40200,9775,46.4361,0.6187,Brandes et Brenne,86438
40212,9776,46.4376,0.7227,Brandes et Brenne,86438
40224,9777,46.439,0.8268,Brandes et Brenne,86438
40236,9778,46.4404,0.9309,Brandes et Brenne,86438
40248,9779,46.4416,1.035,Brandes et Brenne,86438
40260,9780,46.4428,1.1391,Brandes et Brenne,86438
40272,9915,46.5029,0.3038,Brandes et Brenne,86438
40284,9916,46.5047,0.408,Brandes et Brenne,86438
40296,9917,46.5064,0.5122,Brandes et Brenne,86438
40308,9918,46.508,0.6164,Brandes et Brenne,86438
40320,9919,46.5096,0.7206,Brandes et Brenne,86438
40332,9920,46.511,0.8248,Brandes et Brenne,86438
40344,9921,46.5123,0.9291,Brandes et Brenne,86438
40356,9922,46.5136,1.0333,Brandes et Brenne,86438
40368,10058,46.5748,0.3011,Brandes et Brenne,86438
40380,10059,46.5767,0.4054,Brandes et Brenne,86438
40392,10060,46.5784,0.5097,Brandes et Brenne,86438
40404,10061,46.58,0.6141,Brandes et Brenne,86438
40416,10062,46.5815,0.7185,Brandes et Brenne,86438
40428,10063,46.583,0.8228,Brandes et Brenne,86438
40440,10064,46.5843,0.9272,Brandes et Brenne,86438
40452,10203,46.6503,0.5073,Brandes et Brenne,86438
40464,10204,46.652,0.6118,Brandes et Brenne,86438
40476,10205,46.6535,0.7163,Brandes et Brenne,86438
40488,10206,46.6549,0.8208,Brandes et Brenne,86438
40500,10347,46.7239,0.6095,Brandes et Brenne,86438
40512,10348,46.7254,0.7141,Brandes et Brenne,86438
40524,10349,46.7269,0.8188,Brandes et Brenne,86438
40536,10490,46.7959,0.6072,Brandes et Brenne,86438
40548,10491,46.7974,0.712,Brandes et Brenne,86438
40560,10634,46.8694,0.7098,Brandes et Brenne,86438
41724,13605,48.2805,-2.7859,Landes des Monts d Arree et du Men,22360
41736,13606,48.2851,-2.6784,Landes des Monts d Arree et du Men,22360
41748,13607,48.2897,-2.5708,Landes des Monts d Arree et du Men,22360
41760,13608,48.2941,-2.4632,Landes des Monts d Arree et du Men,22360
41772,13741,48.317,-3.5462,Landes des Monts d Arree et du Men,22360
41784,13742,48.3224,-3.4387,Landes des Monts d Arree et du Men,22360
41796,13744,48.3327,-3.2235,Landes des Monts d Arree et du Men,22360
41808,13745,48.3378,-3.1159,Landes des Monts d Arree et du Men,22360
41820,13746,48.3427,-3.0083,Landes des Monts d Arree et du Men,22360
41832,13747,48.3475,-2.9006,Landes des Monts d Arree et du Men,22360
41844,13748,48.3523,-2.7929,Landes des Monts d Arree et du Men,22360
41856,13749,48.3569,-2.6852,Landes des Monts d Arree et du Men,22360
41868,13750,48.3615,-2.5775,Landes des Monts d Arree et du Men,22360
41880,13751,48.3659,-2.4698,Landes des Monts d Arree et du Men,22360
41892,13884,48.3888,-3.5543,Landes des Monts d Arree et du Men,22360
41904,13885,48.3941,-3.4466,Landes des Monts d Arree et du Men,22360
41916,13886,48.3993,-3.3389,Landes des Monts d Arree et du Men,22360
41928,13887,48.4045,-3.2311,Landes des Monts d Arree et du Men,22360
41940,13888,48.4095,-3.1234,Landes des Monts d Arree et du Men,22360
41952,13889,48.4145,-3.0156,Landes des Monts d Arree et du Men,22360
41964,13890,48.4193,-2.9078,Landes des Monts d Arree et du Men,22360
41976,13891,48.424,-2.8,Landes des Monts d Arree et du Men,22360
41988,14027,48.4605,-3.5624,Landes des Monts d Arree et du Men,22360
42000,14028,48.4658,-3.4545,Landes des Monts d Arree et du Men,22360
42012,14029,48.4711,-3.3467,Landes des Monts d Arree et du Men,22360
42024,14030,48.4762,-3.2388,Landes des Monts d Arree et du Men,22360
42036,14031,48.4813,-3.1309,Landes des Monts d Arree et du Men,22360
42048,14171,48.5375,-3.4625,Landes des Monts d Arree et du Men,22360
42732,10190,46.6205,-0.8504,Bocage de Chantonnay,85110
42744,10331,46.6863,-1.0636,Bocage de Chantonnay,85110
42756,10474,46.7583,-1.0681,Bocage de Chantonnay,85110
42840,13521,48.3135,3.5766,Champagne Crayeuse,10317
42852,13522,48.3123,3.6844,Champagne Crayeuse,10317
42864,13523,48.311,3.7923,Champagne Crayeuse,10317
42876,13524,48.3096,3.9001,Champagne Crayeuse,10317
42888,13527,48.3049,4.2234,Champagne Crayeuse,10317
42900,13664,48.3854,3.5783,Champagne Crayeuse,10317
42912,13665,48.3842,3.6863,Champagne Crayeuse,10317
42924,13666,48.3829,3.7943,Champagne Crayeuse,10317
42936,13667,48.3815,3.9022,Champagne Crayeuse,10317
42948,13669,48.3785,4.1181,Champagne Crayeuse,10317
42960,13670,48.3768,4.226,Champagne Crayeuse,10317
42972,13808,48.4561,3.6882,Champagne Crayeuse,10317
42984,13809,48.4548,3.7963,Champagne Crayeuse,10317
42996,13811,48.452,4.0125,Champagne Crayeuse,10317
43008,13812,48.4504,4.1205,Champagne Crayeuse,10317
43020,13813,48.4487,4.2286,Champagne Crayeuse,10317
43032,13955,48.5223,4.123,Champagne Crayeuse,10317
43044,13957,48.5188,4.3395,Champagne Crayeuse,10317
43056,13958,48.5169,4.4477,Champagne Crayeuse,10317
43068,14098,48.5942,4.1255,Champagne Crayeuse,10317
43080,14099,48.5925,4.2338,Champagne Crayeuse,10317
43092,14100,48.5907,4.3422,Champagne Crayeuse,10317
43104,14241,48.6661,4.1279,Champagne Crayeuse,10317
43116,14242,48.6644,4.2365,Champagne Crayeuse,10317
43704,13672,48.3731,4.4419,Plaine de Brienne,10014
43716,13673,48.3712,4.5498,Plaine de Brienne,10014
43728,13815,48.445,4.4448,Plaine de Brienne,10014
43740,13816,48.4431,4.5528,Plaine de Brienne,10014
43752,13817,48.441,4.6609,Plaine de Brienne,10014
43884,12785,47.9559,1.319,Beauce Dunoise,28341
43896,12928,48.0278,1.3176,Beauce Dunoise,28341
43908,12929,48.0287,1.4249,Beauce Dunoise,28341
43920,13071,48.0997,1.3162,Beauce Dunoise,28341
43932,13072,48.1006,1.4236,Beauce Dunoise,28341
43944,13073,48.1014,1.531,Beauce Dunoise,28341
43956,13074,48.1021,1.6384,Beauce Dunoise,28341
43968,13075,48.1027,1.7458,Beauce Dunoise,28341
43980,13214,48.1717,1.3148,Beauce Dunoise,28341
43992,13215,48.1726,1.4224,Beauce Dunoise,28341
44004,13217,48.174,1.6375,Beauce Dunoise,28341
44016,13218,48.1746,1.745,Beauce Dunoise,28341
44028,13219,48.1751,1.8525,Beauce Dunoise,28341
44352,13228,48.1751,2.8205,Gatinais Pauvre,77338
44364,13229,48.1746,2.928,Gatinais Pauvre,77338
44376,13372,48.2466,2.9288,Gatinais Pauvre,77338
44388,13514,48.319,2.8218,Gatinais Pauvre,77338
44400,13515,48.3185,2.9297,Gatinais Pauvre,77338
44532,11774,47.4382,0.2681,Bassin de Savigne,37074
44544,11917,47.5101,0.2653,Bassin de Savigne,37074
44604,3330,43.1799,-0.2667,Vallee du Gave de Pau,64380
44616,3331,43.1823,-0.1685,Vallee du Gave de Pau,64380
44628,3332,43.1845,-0.0703,Vallee du Gave de Pau,64380
44640,3473,43.2518,-0.2699,Vallee du Gave de Pau,64380
44652,3474,43.2541,-0.1716,Vallee du Gave de Pau,64380
44664,3614,43.3187,-0.47,Vallee du Gave de Pau,64380
44676,3615,43.3212,-0.3716,Vallee du Gave de Pau,64380
44688,3756,43.3879,-0.572,Vallee du Gave de Pau,64380
44700,3898,43.457,-0.6743,Vallee du Gave de Pau,64380
44712,4038,43.5202,-0.9743,Vallee du Gave de Pau,64380
44724,4039,43.5232,-0.8756,Vallee du Gave de Pau,64380
44736,4040,43.5261,-0.7768,Vallee du Gave de Pau,64380
45036,3195,43.1243,0.5211,Coteaux de Gascogne,31389
45048,3198,43.1288,0.8155,Coteaux de Gascogne,31389
45060,3338,43.1961,0.5189,Coteaux de Gascogne,31389
45072,3339,43.1977,0.6171,Coteaux de Gascogne,31389
45084,3340,43.1993,0.7153,Coteaux de Gascogne,31389
45096,3341,43.2007,0.8136,Coteaux de Gascogne,31389
45108,3342,43.2021,0.9118,Coteaux de Gascogne,31389
45120,3482,43.2696,0.6149,Coteaux de Gascogne,31389
45132,3483,43.2711,0.7133,Coteaux de Gascogne,31389
45144,3484,43.2726,0.8116,Coteaux de Gascogne,31389
45156,3485,43.2739,0.91,Coteaux de Gascogne,31389
45168,3486,43.2752,1.0084,Coteaux de Gascogne,31389
45180,3487,43.2764,1.1067,Coteaux de Gascogne,31389
45192,3626,43.343,0.7113,Coteaux de Gascogne,31389
45204,3627,43.3444,0.8097,Coteaux de Gascogne,31389
45216,3628,43.3458,0.9082,Coteaux de Gascogne,31389
45228,3629,43.3471,1.0067,Coteaux de Gascogne,31389
45648,5768,44.4166,0.3791,Coteaux Nord du Lot-et-Garonne,47156
45660,5769,44.4183,0.4794,Coteaux Nord du Lot-et-Garonne,47156
45672,5910,44.4866,0.2761,Coteaux Nord du Lot-et-Garonne,47156
45684,5911,44.4885,0.3766,Coteaux Nord du Lot-et-Garonne,47156
45696,5912,44.4902,0.477,Coteaux Nord du Lot-et-Garonne,47156
45708,5913,44.4919,0.5775,Coteaux Nord du Lot-et-Garonne,47156
45720,5914,44.4934,0.678,Coteaux Nord du Lot-et-Garonne,47156
45732,5915,44.4949,0.7785,Coteaux Nord du Lot-et-Garonne,47156
45744,5916,44.4963,0.879,Coteaux Nord du Lot-et-Garonne,47156
45756,6053,44.5586,0.2734,Coteaux Nord du Lot-et-Garonne,47156
45768,6054,44.5604,0.374,Coteaux Nord du Lot-et-Garonne,47156
45780,6055,44.5621,0.4746,Coteaux Nord du Lot-et-Garonne,47156
45792,6056,44.5638,0.5753,Coteaux Nord du Lot-et-Garonne,47156
45804,6057,44.5654,0.6759,Coteaux Nord du Lot-et-Garonne,47156
45816,6058,44.5668,0.7765,Coteaux Nord du Lot-et-Garonne,47156
45828,6195,44.6285,0.1701,Coteaux Nord du Lot-et-Garonne,47156
45840,6196,44.6305,0.2708,Coteaux Nord du Lot-et-Garonne,47156
45852,6197,44.6323,0.3715,Coteaux Nord du Lot-et-Garonne,47156
45864,6198,44.6341,0.4723,Coteaux Nord du Lot-et-Garonne,47156
45876,6199,44.6357,0.573,Coteaux Nord du Lot-et-Garonne,47156
45888,6200,44.6373,0.6737,Coteaux Nord du Lot-et-Garonne,47156
45900,6201,44.6388,0.7745,Coteaux Nord du Lot-et-Garonne,47156
46440,6648,44.8654,2.5895,Cantal,15420
46452,6791,44.9374,2.5898,Cantal,15420
46464,6792,44.9371,2.6911,Cantal,15420
46476,6934,45.0094,2.5902,Cantal,15420
46488,6935,45.0091,2.6916,Cantal,15420
46500,6936,45.0087,2.793,Cantal,15420
46512,7074,45.0816,2.2858,Cantal,15420
46524,7075,45.0816,2.3873,Cantal,15420
46536,7076,45.0815,2.4889,Cantal,15420
46548,7077,45.0813,2.5905,Cantal,15420
46560,7078,45.081,2.6921,Cantal,15420
46572,7079,45.0807,2.7936,Cantal,15420
46584,7217,45.1536,2.2857,Cantal,15420
46596,7218,45.1536,2.3874,Cantal,15420
46608,7219,45.1535,2.4891,Cantal,15420
46620,7220,45.1533,2.5908,Cantal,15420
46632,7221,45.153,2.6925,Cantal,15420
46644,7222,45.1526,2.7942,Cantal,15420
46656,7360,45.2255,2.2856,Cantal,15420
46668,7361,45.2255,2.3875,Cantal,15420
46680,7362,45.2254,2.4893,Cantal,15420
46692,7363,45.2252,2.5911,Cantal,15420
46704,7364,45.225,2.693,Cantal,15420
46716,7365,45.2246,2.7948,Cantal,15420
46728,7366,45.2241,2.8966,Cantal,15420
46740,7506,45.2972,2.5915,Cantal,15420
46752,7507,45.2969,2.6934,Cantal,15420
46764,7508,45.2966,2.7954,Cantal,15420
47448,7634,45.3622,1.0604,Haut-Limousin,24432
47460,7635,45.3633,1.1625,Haut-Limousin,24432
47472,7636,45.3643,1.2646,Haut-Limousin,24432
47484,7775,45.4316,0.8543,Haut-Limousin,24432
47496,7776,45.4329,0.9565,Haut-Limousin,24432
47508,7777,45.4341,1.0587,Haut-Limousin,24432
47520,7778,45.4352,1.1609,Haut-Limousin,24432
47532,7779,45.4363,1.2632,Haut-Limousin,24432
47544,7917,45.5021,0.7501,Haut-Limousin,24432
47556,7918,45.5035,0.8524,Haut-Limousin,24432
47568,7919,45.5049,0.9547,Haut-Limousin,24432
47580,7920,45.5061,1.0571,Haut-Limousin,24432
47592,8059,45.5726,0.6455,Haut-Limousin,24432
47604,8060,45.5741,0.748,Haut-Limousin,24432
47616,8061,45.5755,0.8505,Haut-Limousin,24432
47628,8062,45.5768,0.9529,Haut-Limousin,24432
47640,8202,45.6445,0.6433,Haut-Limousin,24432
47652,8203,45.6461,0.7459,Haut-Limousin,24432
48096,7757,45.392,-0.9841,Bas-Medoc,33115
48108,7758,45.395,-0.882,Bas-Medoc,33115
48120,7900,45.4639,-0.9884,Bas-Medoc,33115
48132,8042,45.5327,-1.095,Bas-Medoc,33115
48240,3531,43.2388,5.4344,Littoral de Provence,13469
48252,3532,43.2359,5.5326,Littoral de Provence,13469
48264,3674,43.3106,5.4383,Littoral de Provence,13469
48276,3675,43.3077,5.5366,Littoral de Provence,13469
48288,3817,43.3824,5.4422,Littoral de Provence,13469
48300,3818,43.3796,5.5407,Littoral de Provence,13469
48456,6396,44.6603,6.0175,Champsaur,05235
48468,6397,44.6569,6.1182,Champsaur,05235
48480,6398,44.6534,6.2189,Champsaur,05235
48492,6399,44.6498,6.3195,Champsaur,05235
48504,6539,44.7322,6.0222,Champsaur,05235
48516,6540,44.7288,6.123,Champsaur,05235
48528,6541,44.7253,6.2239,Champsaur,05235
48540,6542,44.7217,6.3247,Champsaur,05235
48552,6682,44.8041,6.027,Champsaur,05235
48564,6683,44.8007,6.1279,Champsaur,05235
48576,6684,44.7971,6.2289,Champsaur,05235
48588,6685,44.7935,6.3298,Champsaur,05235
48888,5774,44.4257,0.9812,Causses de Gramat et de Limogne,47394
48924,710,41.6294,9.0873,Montagne Corse,2A260
48936,852,41.707,9.0001,Montagne Corse,2A260
48948,853,41.7009,9.0955,Montagne Corse,2A260
48960,854,41.6946,9.1909,Montagne Corse,2A260
48972,995,41.7785,9.0083,Montagne Corse,2A260
48984,996,41.7724,9.1038,Montagne Corse,2A260
48996,997,41.7661,9.1993,Montagne Corse,2A260
49008,1139,41.8439,9.112,Montagne Corse,2A260
49020,1140,41.8376,9.2077,Montagne Corse,2A260
49032,1141,41.8313,9.3033,Montagne Corse,2A260
49044,1281,41.9215,9.0246,Montagne Corse,2A260
49056,1282,41.9154,9.1203,Montagne Corse,2A260
49068,1283,41.9091,9.216,Montagne Corse,2A260
49080,1424,41.993,9.0327,Montagne Corse,2A260
49092,1425,41.9869,9.1286,Montagne Corse,2A260
49104,1566,42.0706,8.9449,Montagne Corse,2A260
49116,1567,42.0646,9.0409,Montagne Corse,2A260
49128,1708,42.1482,8.8569,Montagne Corse,2A260
49140,1709,42.1422,8.953,Montagne Corse,2A260
49152,1710,42.1361,9.0491,Montagne Corse,2A260
49164,1850,42.2256,8.7686,Montagne Corse,2A260
49176,1851,42.2197,8.8649,Montagne Corse,2A260
49188,1852,42.2137,8.9611,Montagne Corse,2A260
49200,1993,42.2972,8.7765,Montagne Corse,2A260
49212,1994,42.2913,8.8729,Montagne Corse,2A260
49824,9404,46.1514,6.6366,Chablais,74224
49836,9405,46.1475,6.74,Chablais,74224
49848,9545,46.231,6.4351,Chablais,74224
49860,9546,46.2272,6.5387,Chablais,74224
49872,9547,46.2233,6.6422,Chablais,74224
49884,9548,46.2193,6.7458,Chablais,74224
49896,9689,46.2991,6.5442,Chablais,74224
49908,9690,46.2952,6.6479,Chablais,74224
49920,9691,46.2912,6.7516,Chablais,74224
50148,9118,46.0077,6.6253,Cluze d Arve,74222
50160,9258,46.0909,6.321,Cluze d Arve,74222
50172,9259,46.0872,6.4243,Cluze d Arve,74222
50184,9260,46.0835,6.5276,Cluze d Arve,74222
50292,8393,45.6827,5.5719,Bugey Quatre Cantons,01451
50304,8394,45.6797,5.6745,Bugey Quatre Cantons,01451
50316,8536,45.7546,5.5762,Bugey Quatre Cantons,01451
50328,8537,45.7516,5.6789,Bugey Quatre Cantons,01451
50340,8538,45.7485,5.7816,Bugey Quatre Cantons,01451
50352,8679,45.8265,5.5804,Bugey Quatre Cantons,01451
50364,8680,45.8235,5.6833,Bugey Quatre Cantons,01451
50376,8820,45.9042,5.3786,Bugey Quatre Cantons,01451
50388,8823,45.8954,5.6877,Bugey Quatre Cantons,01451
50400,8824,45.8923,5.7906,Bugey Quatre Cantons,01451
50412,8963,45.9761,5.3826,Bugey Quatre Cantons,01451
50424,8966,45.9673,5.6921,Bugey Quatre Cantons,01451
50436,8967,45.9642,5.7952,Bugey Quatre Cantons,01451
50448,9106,46.048,5.3866,Bugey Quatre Cantons,01451
50460,9110,46.0361,5.7997,Bugey Quatre Cantons,01451
50472,9249,46.1199,5.3907,Bugey Quatre Cantons,01451
50484,9251,46.1142,5.5975,Bugey Quatre Cantons,01451
50496,9392,46.1919,5.3947,Bugey Quatre Cantons,01451
50508,9394,46.1861,5.6018,Bugey Quatre Cantons,01451
50520,9535,46.2638,5.3987,Bugey Quatre Cantons,01451
50532,9536,46.2609,5.5024,Bugey Quatre Cantons,01451
51048,9244,46.1327,4.8734,Bresse,01446
51060,9387,46.2047,4.8768,Bresse,01446
51072,9388,46.2023,4.9804,Bresse,01446
51084,9389,46.1998,5.084,Bresse,01446
51096,9390,46.1973,5.1875,Bresse,01446
51108,9391,46.1946,5.2911,Bresse,01446
51120,9530,46.2766,4.8801,Bresse,01446
51132,9531,46.2742,4.9838,Bresse,01446
51144,9532,46.2718,5.0876,Bresse,01446
51156,9533,46.2692,5.1913,Bresse,01446
51168,9534,46.2665,5.295,Bresse,01446
51180,9674,46.3462,4.9873,Bresse,01446
51192,9675,46.3437,5.0912,Bresse,01446
51204,9676,46.3411,5.1951,Bresse,01446
51216,9677,46.3385,5.2989,Bresse,01446
51228,9817,46.4181,4.9909,Bresse,01446
51240,9818,46.4156,5.0949,Bresse,01446
51252,9819,46.413,5.1989,Bresse,01446
51264,9820,46.4104,5.3028,Bresse,01446
51276,9960,46.49,4.9944,Bresse,01446
51288,9961,46.4876,5.0985,Bresse,01446
51300,9962,46.485,5.2027,Bresse,01446
51840,15952,49.5355,3.6062,Saint-Quentinois et Laonnois,02034
51852,16091,49.6112,3.1658,Saint-Quentinois et Laonnois,02034
51864,16094,49.6085,3.4975,Saint-Quentinois et Laonnois,02034
51876,16095,49.6073,3.608,Saint-Quentinois et Laonnois,02034
51888,16234,49.683,3.167,Saint-Quentinois et Laonnois,02034
51900,16235,49.6822,3.2777,Saint-Quentinois et Laonnois,02034
51912,16236,49.6813,3.3884,Saint-Quentinois et Laonnois,02034
51924,16237,49.6803,3.4991,Saint-Quentinois et Laonnois,02034
51936,16238,49.6792,3.6098,Saint-Quentinois et Laonnois,02034
51948,16239,49.678,3.7205,Saint-Quentinois et Laonnois,02034
51960,16240,49.6767,3.8312,Saint-Quentinois et Laonnois,02034
51972,16241,49.6752,3.9419,Saint-Quentinois et Laonnois,02034
51984,16242,49.6737,4.0526,Saint-Quentinois et Laonnois,02034
51996,16377,49.7549,3.1681,Saint-Quentinois et Laonnois,02034
52008,16378,49.7541,3.279,Saint-Quentinois et Laonnois,02034
52020,16379,49.7531,3.3899,Saint-Quentinois et Laonnois,02034
52032,16380,49.7521,3.5007,Saint-Quentinois et Laonnois,02034
52044,16381,49.751,3.6116,Saint-Quentinois et Laonnois,02034
52056,16382,49.7498,3.7225,Saint-Quentinois et Laonnois,02034
52068,16383,49.7485,3.8333,Saint-Quentinois et Laonnois,02034
52080,16384,49.7471,3.9441,Saint-Quentinois et Laonnois,02034
52092,16520,49.8267,3.1693,Saint-Quentinois et Laonnois,02034
52104,16521,49.8259,3.2803,Saint-Quentinois et Laonnois,02034
52116,16522,49.825,3.3914,Saint-Quentinois et Laonnois,02034
52128,16523,49.824,3.5024,Saint-Quentinois et Laonnois,02034
52140,16524,49.8228,3.6134,Saint-Quentinois et Laonnois,02034
52152,16525,49.8216,3.7244,Saint-Quentinois et Laonnois,02034
52164,16663,49.8985,3.1705,Saint-Quentinois et Laonnois,02034
52176,16664,49.8977,3.2817,Saint-Quentinois et Laonnois,02034
52188,16665,49.8968,3.3928,Saint-Quentinois et Laonnois,02034
52200,16666,49.8958,3.504,Saint-Quentinois et Laonnois,02034
52212,16667,49.8947,3.6152,Saint-Quentinois et Laonnois,02034
52224,16807,49.9695,3.283,Saint-Quentinois et Laonnois,02034
52236,16808,49.9686,3.3943,Saint-Quentinois et Laonnois,02034
52248,16809,49.9676,3.5057,Saint-Quentinois et Laonnois,02034
53100,15116,49.0548,6.002,Pays Haut-Lorrain,57308
53112,15259,49.1266,6.0071,Pays Haut-Lorrain,57308
53124,15260,49.1232,6.1165,Pays Haut-Lorrain,57308
53136,15402,49.1984,6.0122,Pays Haut-Lorrain,57308
53148,15403,49.195,6.1218,Pays Haut-Lorrain,57308
53160,15545,49.2702,6.0174,Pays Haut-Lorrain,57308
53172,15688,49.342,6.0225,Pays Haut-Lorrain,57308
53184,15831,49.4138,6.0277,Pays Haut-Lorrain,57308
53196,15973,49.4889,5.9227,Pays Haut-Lorrain,57308
53424,12781,47.9514,0.8907,Perche,41351
53436,12782,47.9526,0.9978,Perche,41351
53448,12783,47.9538,1.1049,Perche,41351
53460,12924,48.0233,0.8887,Perche,41351
53472,12925,48.0246,0.9959,Perche,41351
53484,12926,48.0257,1.1032,Perche,41351
53496,13067,48.0952,0.8867,Perche,41351
53508,13068,48.0965,0.9941,Perche,41351
53712,8767,45.9192,-0.0873,Saintonge Agricole,16375
53748,13682,48.3489,5.5206,Barrois,88314
53760,13825,48.4208,5.525,Barrois,88314
53820,9824,46.3988,5.7187,Plateaux Superieurs du Jura,39452
53832,9825,46.3956,5.8226,Plateaux Superieurs du Jura,39452
53844,9967,46.4707,5.7232,Plateaux Superieurs du Jura,39452
53856,9968,46.4675,5.8272,Plateaux Superieurs du Jura,39452
53868,10110,46.5426,5.7277,Plateaux Superieurs du Jura,39452
53880,10111,46.5394,5.8319,Plateaux Superieurs du Jura,39452
53892,10112,46.5362,5.9361,Plateaux Superieurs du Jura,39452
53904,10254,46.6113,5.8365,Plateaux Superieurs du Jura,39452
53916,10255,46.6081,5.9408,Plateaux Superieurs du Jura,39452
53928,10256,46.6047,6.0452,Plateaux Superieurs du Jura,39452
53940,10398,46.68,5.9456,Plateaux Superieurs du Jura,39452
53952,10399,46.6766,6.0501,Plateaux Superieurs du Jura,39452
53964,10541,46.7519,5.9504,Plateaux Superieurs du Jura,39452
53976,10542,46.7485,6.055,Plateaux Superieurs du Jura,39452
53988,10543,46.7451,6.1596,Plateaux Superieurs du Jura,39452
54000,10684,46.8238,5.9553,Plateaux Superieurs du Jura,39452
54012,10685,46.8204,6.06,Plateaux Superieurs du Jura,39452
54432,9617,46.3299,-0.9373,Marais Poitevin Mouille,85370
54444,9619,46.3357,-0.7297,Marais Poitevin Mouille,85370
54456,9760,46.4018,-0.9417,Marais Poitevin Mouille,85370
54540,9084,46.0865,3.1124,Limagne Agricole,03426
54552,9085,46.0858,3.2158,Limagne Agricole,03426
54564,9086,46.0849,3.3192,Limagne Agricole,03426
54576,9087,46.084,3.4226,Limagne Agricole,03426
54588,9227,46.1585,3.1134,Limagne Agricole,03426
54600,9228,46.1578,3.2169,Limagne Agricole,03426
54612,9229,46.1569,3.3205,Limagne Agricole,03426
54624,9230,46.156,3.4241,Limagne Agricole,03426
54636,9371,46.2297,3.2181,Limagne Agricole,03426
54648,9372,46.2289,3.3218,Limagne Agricole,03426
54660,9373,46.2279,3.4255,Limagne Agricole,03426
54672,9374,46.2269,3.5292,Limagne Agricole,03426
54684,9514,46.3017,3.2193,Limagne Agricole,03426
54696,9515,46.3008,3.3231,Limagne Agricole,03426
54708,9516,46.2999,3.4269,Limagne Agricole,03426
54720,9517,46.2988,3.5308,Limagne Agricole,03426
54732,9657,46.3737,3.2204,Limagne Agricole,03426
54744,9658,46.3728,3.3244,Limagne Agricole,03426
54756,9659,46.3719,3.4284,Limagne Agricole,03426
54768,9660,46.3708,3.5324,Limagne Agricole,03426
54780,9800,46.4456,3.2216,Limagne Agricole,03426
54792,9801,46.4448,3.3257,Limagne Agricole,03426
55332,6191,44.6199,-0.2327,Cotes du Bordelais,33128
55344,6192,44.6222,-0.132,Cotes du Bordelais,33128
55356,6333,44.6894,-0.3368,Cotes du Bordelais,33128
55440,2356,42.7085,2.3853,Pyrenees Centrales et Pays de Saul,66472
55452,2357,42.7084,2.4827,Pyrenees Centrales et Pays de Saul,66472
55464,2499,42.7803,2.3854,Pyrenees Centrales et Pays de Saul,66472
55476,2500,42.7802,2.4829,Pyrenees Centrales et Pays de Saul,66472
55584,14229,48.6786,2.8252,Brie Boisee,77057
55596,14371,48.7509,2.7171,Brie Boisee,77057
55608,14372,48.7505,2.8258,Brie Boisee,77057
55620,14513,48.8231,2.6087,Brie Boisee,77057
55632,14514,48.8228,2.7176,Brie Boisee,77057
55644,14515,48.8224,2.8265,Brie Boisee,77057
55800,12670,47.8716,4.3149,Vallees de l Yonne a la Marne,21322
55812,12671,47.8698,4.4218,Vallees de l Yonne a la Marne,21322
55824,12672,47.8678,4.5287,Vallees de l Yonne a la Marne,21322
55836,12816,47.9377,4.6387,Vallees de l Yonne a la Marne,21322
55848,12817,47.9355,4.7457,Vallees de l Yonne a la Marne,21322
55860,12818,47.9333,4.8528,Vallees de l Yonne a la Marne,21322
56016,14246,48.6566,4.6705,Perthois,51321
56028,14389,48.7285,4.6737,Perthois,51321
56040,14390,48.7263,4.7824,Perthois,51321
56052,14391,48.724,4.891,Perthois,51321
56064,14392,48.7216,4.9996,Perthois,51321
56076,14533,48.7982,4.7858,Perthois,51321
56088,14534,48.7959,4.8945,Perthois,51321
56268,17650,50.4018,1.6065,Bas-Champs Picards,62040
56280,17793,50.4736,1.6054,Bas-Champs Picards,62040
