,Point,Latitude,Longitude,nom,code_pra
260436,7196,45.132,0.1505,Double Perigourdine,24405
260448,7197,45.134,0.2521,Double Perigourdine,24405
260460,7198,45.1359,0.3537,Double Perigourdine,24405
260472,7338,45.2019,0.0459,Double Perigourdine,24405
260484,7339,45.204,0.1476,Double Perigourdine,24405
260712,3191,43.1169,0.1288,Haute Vallee de l Adour,65150
260724,3333,43.1867,0.0279,Haute Vallee de l Adour,65150
260736,3476,43.2585,0.025,Haute Vallee de l Adour,65150
260748,3477,43.2606,0.1233,Haute Vallee de l Adour,65150
260760,3619,43.3304,0.0221,Haute Vallee de l Adour,65150
260772,3620,43.3325,0.1205,Haute Vallee de l Adour,65150
260784,3762,43.4022,0.0192,Haute Vallee de l Adour,65150
260796,3763,43.4043,0.1177,Haute Vallee de l Adour,65150
260808,3905,43.4741,0.0163,Haute Vallee de l Adour,65150
260820,4048,43.546,0.0133,Haute Vallee de l Adour,65150
261072,6904,44.9745,-0.4519,Blayais,33117
261084,7046,45.0438,-0.557,Blayais,33117
261096,7047,45.0464,-0.4555,Blayais,33117
261108,7188,45.113,-0.6623,Blayais,33117
261120,7189,45.1157,-0.5607,Blayais,33117
261132,7190,45.1184,-0.4592,Blayais,33117
261144,7331,45.185,-0.6662,Blayais,33117
261156,7332,45.1877,-0.5645,Blayais,33117
261168,7333,45.1903,-0.4628,Blayais,33117
261180,7475,45.2596,-0.5682,Blayais,33117
261432,3397,43.1379,6.3132,Maures et Esterel,83247
261444,3539,43.2133,6.22,Maures et Esterel,83247
261456,3540,43.2097,6.3182,Maures et Esterel,83247
261468,3541,43.206,6.4163,Maures et Esterel,83247
261480,3542,43.2022,6.5144,Maures et Esterel,83247
261492,3543,43.1983,6.6125,Maures et Esterel,83247
261504,3684,43.2778,6.4214,Maures et Esterel,83247
261516,3685,43.274,6.5196,Maures et Esterel,83247
261528,3828,43.3458,6.5249,Maures et Esterel,83247
261540,3829,43.3419,6.6232,Maures et Esterel,83247
261552,4258,43.5573,6.6394,Maures et Esterel,83247
261564,4259,43.5533,6.7381,Maures et Esterel,83247
261576,4260,43.5492,6.8368,Maures et Esterel,83247
261900,4631,43.8515,1.0943,Coteaux du Gers,82385
261936,7956,45.4875,4.7414,Zone Fruitiere et Viticole du Lyon,69200
261948,8385,45.7034,4.7509,Zone Fruitiere et Viticole du Lyon,69200
261960,8528,45.7753,4.754,Zone Fruitiere et Viticole du Lyon,69200
261972,8670,45.8494,4.6542,Zone Fruitiere et Viticole du Lyon,69200
261984,8671,45.8472,4.7572,Zone Fruitiere et Viticole du Lyon,69200
261996,8672,45.845,4.8601,Zone Fruitiere et Viticole du Lyon,69200
262152,14934,49.0376,1.7351,Vexin,78330
262164,14935,49.0381,1.8445,Vexin,78330
262224,11945,47.5251,3.2395,Puisaye,89340
262236,12086,47.5985,3.028,Puisaye,89340
262248,12087,47.5978,3.1344,Puisaye,89340
262260,12088,47.597,3.2408,Puisaye,89340
262272,12228,47.671,2.9224,Puisaye,89340
262284,12229,47.6705,3.0289,Puisaye,89340
262296,12230,47.6698,3.1355,Puisaye,89340
262308,12231,47.669,3.242,Puisaye,89340
262320,12232,47.6681,3.3485,Puisaye,89340
262332,12371,47.743,2.9232,Puisaye,89340
262344,12372,47.7424,3.0299,Puisaye,89340
262356,12373,47.7417,3.1366,Puisaye,89340
262368,12374,47.7409,3.2432,Puisaye,89340
262380,12375,47.7401,3.3499,Puisaye,89340
262392,12515,47.8144,3.0308,Puisaye,89340
262404,12516,47.8137,3.1376,Puisaye,89340
262416,12658,47.8863,3.0318,Puisaye,89340
262428,12659,47.8856,3.1387,Puisaye,89340
262872,11207,47.1586,0.8066,Champaigne,37070
262884,11208,47.16,0.9121,Champaigne,37070
262896,11349,47.2291,0.6989,Champaigne,37070
262908,11350,47.2306,0.8045,Champaigne,37070
262920,11351,47.2319,0.9101,Champaigne,37070
262932,11352,47.2332,1.0158,Champaigne,37070
262944,11491,47.2995,0.5909,Champaigne,37070
262956,11492,47.3011,0.6967,Champaigne,37070
262968,11493,47.3025,0.8024,Champaigne,37070
262980,11494,47.3039,0.9082,Champaigne,37070
262992,11495,47.3051,1.014,Champaigne,37070
263268,12324,47.6604,-2.0858,Peneplaine Bretonne Sud,35363
263280,12467,47.7322,-2.0918,Peneplaine Bretonne Sud,35363
263292,12468,47.7363,-1.9853,Peneplaine Bretonne Sud,35363
263304,12469,47.7402,-1.8788,Peneplaine Bretonne Sud,35363
263316,12470,47.744,-1.7723,Peneplaine Bretonne Sud,35363
263328,12471,47.7477,-1.6657,Peneplaine Bretonne Sud,35363
263340,12611,47.8081,-1.9912,Peneplaine Bretonne Sud,35363
263352,12612,47.812,-1.8845,Peneplaine Bretonne Sud,35363
263364,12613,47.8158,-1.7779,Peneplaine Bretonne Sud,35363
263376,12614,47.8195,-1.6712,Peneplaine Bretonne Sud,35363
263388,12615,47.8232,-1.5645,Peneplaine Bretonne Sud,35363
263400,12617,47.8301,-1.351,Peneplaine Bretonne Sud,35363
263412,12618,47.8334,-1.2443,Peneplaine Bretonne Sud,35363
263424,12753,47.8759,-2.1038,Peneplaine Bretonne Sud,35363
263436,12754,47.8799,-1.9971,Peneplaine Bretonne Sud,35363
263448,12755,47.8838,-1.8903,Peneplaine Bretonne Sud,35363
263460,12756,47.8877,-1.7835,Peneplaine Bretonne Sud,35363
263472,12757,47.8914,-1.6766,Peneplaine Bretonne Sud,35363
263484,12758,47.895,-1.5698,Peneplaine Bretonne Sud,35363
263496,12759,47.8985,-1.4629,Peneplaine Bretonne Sud,35363
263508,12897,47.9518,-2.003,Peneplaine Bretonne Sud,35363
263520,12898,47.9557,-1.896,Peneplaine Bretonne Sud,35363
263532,12899,47.9595,-1.7891,Peneplaine Bretonne Sud,35363
263544,13038,48.0154,-2.223,Peneplaine Bretonne Sud,35363
263556,13039,48.0196,-2.1159,Peneplaine Bretonne Sud,35363
263568,13040,48.0236,-2.0089,Peneplaine Bretonne Sud,35363
263580,13041,48.0275,-1.9018,Peneplaine Bretonne Sud,35363
263592,13042,48.0314,-1.7947,Peneplaine Bretonne Sud,35363
264276,3536,43.2235,5.9255,Coteaux de Provence,83468
264288,3678,43.2985,5.8317,Coteaux de Provence,83468
264300,3679,43.2953,5.93,Coteaux de Provence,83468
264312,3680,43.292,6.0283,Coteaux de Provence,83468
264324,3681,43.2886,6.1266,Coteaux de Provence,83468
264336,3682,43.285,6.2249,Coteaux de Provence,83468
264348,3683,43.2814,6.3231,Coteaux de Provence,83468
264360,3820,43.3735,5.7376,Coteaux de Provence,83468
264372,3821,43.3704,5.836,Coteaux de Provence,83468
264384,3822,43.3671,5.9345,Coteaux de Provence,83468
264396,3823,43.3638,6.0329,Coteaux de Provence,83468
264408,3824,43.3604,6.1313,Coteaux de Provence,83468
264420,3825,43.3568,6.2297,Coteaux de Provence,83468
264432,3826,43.3532,6.3281,Coteaux de Provence,83468
264444,3827,43.3495,6.4265,Coteaux de Provence,83468
264456,3964,43.4422,5.8404,Coteaux de Provence,83468
264468,3965,43.4389,5.939,Coteaux de Provence,83468
264480,3966,43.4356,6.0375,Coteaux de Provence,83468
264492,3967,43.4322,6.1361,Coteaux de Provence,83468
264504,3968,43.4286,6.2346,Coteaux de Provence,83468
264516,3969,43.425,6.3331,Coteaux de Provence,83468
264528,3970,43.4213,6.4316,Coteaux de Provence,83468
264540,3971,43.4176,6.5301,Coteaux de Provence,83468
264552,4106,43.5172,5.7461,Coteaux de Provence,83468
264564,4107,43.514,5.8448,Coteaux de Provence,83468
264576,4108,43.5108,5.9435,Coteaux de Provence,83468
264588,4109,43.5074,6.0422,Coteaux de Provence,83468
264600,4110,43.504,6.1409,Coteaux de Provence,83468
264612,4111,43.5005,6.2395,Coteaux de Provence,83468
264624,4112,43.4968,6.3382,Coteaux de Provence,83468
264636,4113,43.4931,6.4368,Coteaux de Provence,83468
264648,4114,43.4893,6.5354,Coteaux de Provence,83468
264660,4252,43.5792,6.0469,Coteaux de Provence,83468
264672,4253,43.5758,6.1456,Coteaux de Provence,83468
264684,4254,43.5723,6.2444,Coteaux de Provence,83468
264696,4255,43.5686,6.3432,Coteaux de Provence,83468
264708,4256,43.5649,6.4419,Coteaux de Provence,83468
264720,4257,43.5611,6.5407,Coteaux de Provence,83468
264732,4398,43.6405,6.3482,Coteaux de Provence,83468
264744,4399,43.6367,6.4471,Coteaux de Provence,83468
264756,4400,43.6329,6.546,Coteaux de Provence,83468
264768,4401,43.629,6.6448,Coteaux de Provence,83468
264780,4402,43.6251,6.7436,Coteaux de Provence,83468
265824,8472,45.7515,-1.0058,Marais de Rochefort et Marennes,17111
265836,8614,45.8203,-1.113,Marais de Rochefort et Marennes,17111
265848,8615,45.8234,-1.0102,Marais de Rochefort et Marennes,17111
265860,8758,45.8954,-1.0146,Marais de Rochefort et Marennes,17111
265872,8901,45.9673,-1.019,Marais de Rochefort et Marennes,17111
265884,8902,45.9703,-0.9158,Marais de Rochefort et Marennes,17111
265896,9044,46.0392,-1.0234,Marais de Rochefort et Marennes,17111
265908,9045,46.0422,-0.9201,Marais de Rochefort et Marennes,17111
266112,8197,45.6356,0.1305,Angoumois-Ruffecois,16113
266124,8198,45.6376,0.233,Angoumois-Ruffecois,16113
266136,8339,45.7055,0.0249,Angoumois-Ruffecois,16113
266148,8340,45.7076,0.1276,Angoumois-Ruffecois,16113
266160,8341,45.7095,0.2303,Angoumois-Ruffecois,16113
266172,8342,45.7114,0.333,Angoumois-Ruffecois,16113
266184,8482,45.7774,0.0219,Angoumois-Ruffecois,16113
266196,8483,45.7795,0.1247,Angoumois-Ruffecois,16113
266208,8484,45.7815,0.2275,Angoumois-Ruffecois,16113
266220,8485,45.7834,0.3304,Angoumois-Ruffecois,16113
266232,8486,45.7852,0.4332,Angoumois-Ruffecois,16113
266244,8625,45.8494,0.0189,Angoumois-Ruffecois,16113
266256,8626,45.8515,0.1218,Angoumois-Ruffecois,16113
266268,8627,45.8534,0.2248,Angoumois-Ruffecois,16113
266280,8768,45.9213,0.0158,Angoumois-Ruffecois,16113
266292,8769,45.9234,0.1189,Angoumois-Ruffecois,16113
266304,8770,45.9254,0.222,Angoumois-Ruffecois,16113
266316,8771,45.9273,0.3251,Angoumois-Ruffecois,16113
266328,8911,45.9933,0.0128,Angoumois-Ruffecois,16113
266340,8912,45.9953,0.116,Angoumois-Ruffecois,16113
266352,8913,45.9973,0.2192,Angoumois-Ruffecois,16113
266364,8914,45.9992,0.3225,Angoumois-Ruffecois,16113
266904,9046,46.0451,-0.8168,Aunis,17374
266916,9047,46.048,-0.7136,Aunis,17374
266928,9187,46.1111,-1.0278,Aunis,17374
266940,9188,46.1141,-0.9244,Aunis,17374
266952,9189,46.1171,-0.821,Aunis,17374
266964,9190,46.1199,-0.7176,Aunis,17374
266976,9191,46.1226,-0.6141,Aunis,17374
266988,9327,46.1733,-1.3428,Aunis,17374
267000,9329,46.1799,-1.1358,Aunis,17374
267012,9330,46.183,-1.0322,Aunis,17374
267024,9331,46.186,-0.9287,Aunis,17374
267036,9332,46.189,-0.8252,Aunis,17374
267048,9333,46.1918,-0.7216,Aunis,17374
267372,8674,45.8402,5.066,Coteaux en Bordure des Dombes,1201
267384,8675,45.8376,5.1689,Coteaux en Bordure des Dombes,1201
267396,8676,45.835,5.2718,Coteaux en Bordure des Dombes,1201
267408,8818,45.9096,5.1726,Coteaux en Bordure des Dombes,1201
267420,8819,45.9069,5.2756,Coteaux en Bordure des Dombes,1201
267432,8962,45.9788,5.2795,Coteaux en Bordure des Dombes,1201
267444,9105,46.0508,5.2833,Coteaux en Bordure des Dombes,1201
267624,7100,45.0514,4.9257,Gallaure et Herbasse,26242
267636,7242,45.1256,4.8275,Gallaure et Herbasse,26242
267648,7243,45.1233,4.9291,Gallaure et Herbasse,26242
267660,7244,45.1209,5.0307,Gallaure et Herbasse,26242
267672,7385,45.1976,4.8307,Gallaure et Herbasse,26242
267684,7386,45.1952,4.9324,Gallaure et Herbasse,26242
267696,7387,45.1928,5.0342,Gallaure et Herbasse,26242
267708,7528,45.2695,4.834,Gallaure et Herbasse,26242
267912,11113,47.0395,5.9698,Plateaux Moyens du Jura,25450
267924,11114,47.0361,6.0749,Plateaux Moyens du Jura,25450
267936,11116,47.029,6.2852,Plateaux Moyens du Jura,25450
267948,11259,47.1009,6.2905,Plateaux Moyens du Jura,25450
267960,11260,47.0973,6.3958,Plateaux Moyens du Jura,25450
267972,11400,47.1798,6.085,Plateaux Moyens du Jura,25450
267984,11401,47.1764,6.1904,Plateaux Moyens du Jura,25450
267996,11402,47.1728,6.2958,Plateaux Moyens du Jura,25450
268008,11403,47.1691,6.4012,Plateaux Moyens du Jura,25450
268020,11404,47.1654,6.5066,Plateaux Moyens du Jura,25450
268032,11543,47.2517,6.09,Plateaux Moyens du Jura,25450
268044,11544,47.2482,6.1956,Plateaux Moyens du Jura,25450
268056,11545,47.2447,6.3011,Plateaux Moyens du Jura,25450
268068,11546,47.241,6.4067,Plateaux Moyens du Jura,25450
268080,11547,47.2372,6.5122,Plateaux Moyens du Jura,25450
268092,11548,47.2334,6.6177,Plateaux Moyens du Jura,25450
268104,11549,47.2294,6.7232,Plateaux Moyens du Jura,25450
268116,11688,47.3165,6.3065,Plateaux Moyens du Jura,25450
268128,11689,47.3129,6.4121,Plateaux Moyens du Jura,25450
268140,11690,47.3091,6.5178,Plateaux Moyens du Jura,25450
268152,11691,47.3052,6.6235,Plateaux Moyens du Jura,25450
268164,11692,47.3012,6.7291,Plateaux Moyens du Jura,25450
268176,11834,47.3771,6.6292,Plateaux Moyens du Jura,25450
268188,11835,47.3731,6.735,Plateaux Moyens du Jura,25450
268200,11836,47.369,6.8408,Plateaux Moyens du Jura,25450
268212,11978,47.4449,6.7409,Plateaux Moyens du Jura,25450
268224,11979,47.4409,6.8468,Plateaux Moyens du Jura,25450
268884,5937,44.504,2.99,Aubrac,12419
268896,6079,44.5765,2.8902,Aubrac,12419
268908,6080,44.576,2.9909,Aubrac,12419
268920,6221,44.6489,2.7901,Aubrac,12419
268932,6222,44.6485,2.8909,Aubrac,12419
268944,6364,44.7209,2.7907,Aubrac,12419
268956,6365,44.7204,2.8916,Aubrac,12419
268968,6507,44.7928,2.7913,Aubrac,12419
268980,6650,44.8648,2.7919,Aubrac,12419
269208,13967,48.4955,5.4212,Barrois,55314
269220,13968,48.4927,5.5293,Barrois,55314
269232,13969,48.4897,5.6374,Barrois,55314
269244,13970,48.4866,5.7455,Barrois,55314
269256,14108,48.5729,5.2089,Barrois,55314
269268,14109,48.5702,5.3172,Barrois,55314
269280,14110,48.5674,5.4255,Barrois,55314
269292,14111,48.5645,5.5337,Barrois,55314
269304,14112,48.5616,5.642,Barrois,55314
269316,14249,48.6498,4.996,Barrois,55314
269328,14250,48.6473,5.1044,Barrois,55314
269340,14251,48.6447,5.2129,Barrois,55314
269352,14252,48.642,5.3213,Barrois,55314
269364,14253,48.6393,5.4297,Barrois,55314
269376,14254,48.6364,5.5381,Barrois,55314
269388,14255,48.6334,5.6466,Barrois,55314
269400,14256,48.6303,5.7549,Barrois,55314
269412,14393,48.7192,5.1082,Barrois,55314
269424,14394,48.7166,5.2168,Barrois,55314
269436,14395,48.7139,5.3254,Barrois,55314
269448,14396,48.7111,5.434,Barrois,55314
269460,14397,48.7082,5.5426,Barrois,55314
269472,14398,48.7052,5.6511,Barrois,55314
269484,14399,48.7022,5.7597,Barrois,55314
269496,14535,48.7935,5.0033,Barrois,55314
269508,14536,48.791,5.1121,Barrois,55314
269520,14537,48.7884,5.2208,Barrois,55314
269532,14538,48.7857,5.3296,Barrois,55314
269544,14539,48.783,5.4383,Barrois,55314
269556,14540,48.7801,5.547,Barrois,55314
269568,14678,48.8654,5.007,Barrois,55314
269580,14679,48.8629,5.1159,Barrois,55314
269592,14680,48.8603,5.2248,Barrois,55314
269604,14681,48.8576,5.3337,Barrois,55314
269616,14682,48.8548,5.4426,Barrois,55314
269628,14683,48.8519,5.5515,Barrois,55314
269640,14823,48.9321,5.2288,Barrois,55314
269652,14824,48.9294,5.3379,Barrois,55314
269664,14825,48.9266,5.4469,Barrois,55314
269676,14826,48.9238,5.5559,Barrois,55314
269688,14966,49.004,5.2328,Barrois,55314
269700,14967,49.0013,5.342,Barrois,55314
269712,14968,48.9985,5.4512,Barrois,55314
269724,14969,48.9956,5.5604,Barrois,55314
269736,15109,49.0758,5.2369,Barrois,55314
269748,15110,49.0731,5.3462,Barrois,55314
269760,15111,49.0703,5.4556,Barrois,55314
269772,15112,49.0674,5.5649,Barrois,55314
269784,15252,49.1477,5.2409,Barrois,55314
269796,15253,49.145,5.3504,Barrois,55314
269808,15254,49.1421,5.4599,Barrois,55314
269820,15395,49.2195,5.245,Barrois,55314
269832,15396,49.2168,5.3546,Barrois,55314
269844,15397,49.214,5.4643,Barrois,55314
269856,15538,49.2913,5.249,Barrois,55314
269868,15539,49.2886,5.3588,Barrois,55314
269880,15681,49.3631,5.2531,Barrois,55314
271260,17521,50.3293,3.1776,Plaine de la Scarpe,59028
271272,17522,50.3285,3.2897,Plaine de la Scarpe,59028
271284,17523,50.3276,3.4019,Plaine de la Scarpe,59028
271296,17663,50.4018,3.0665,Plaine de la Scarpe,59028
271308,17664,50.4011,3.1788,Plaine de la Scarpe,59028
271320,17665,50.4003,3.2911,Plaine de la Scarpe,59028
271332,17666,50.3994,3.4034,Plaine de la Scarpe,59028
271344,17667,50.3984,3.5157,Plaine de la Scarpe,59028
271356,17668,50.3972,3.628,Plaine de la Scarpe,59028
271368,17808,50.4721,3.2925,Plaine de la Scarpe,59028
271380,17809,50.4712,3.4049,Plaine de la Scarpe,59028
271392,17810,50.4701,3.5174,Plaine de la Scarpe,59028
271404,17811,50.469,3.6298,Plaine de la Scarpe,59028
271728,13200,48.1489,-0.19,Bocage Normand,72354
271740,13201,48.1512,-0.0826,Bocage Normand,72354
271752,13344,48.2231,-0.0859,Bocage Normand,72354
271764,13487,48.295,-0.0892,Bocage Normand,72354
271776,13488,48.2972,0.0185,Bocage Normand,72354
271788,13630,48.3669,-0.0926,Bocage Normand,72354
271944,9790,46.449,2.1803,Bas-Berry,18437
271956,9934,46.521,2.2844,Bas-Berry,18437
271968,9935,46.521,2.3887,Bas-Berry,18437
271980,10076,46.5929,2.1799,Bas-Berry,18437
271992,10078,46.593,2.3887,Bas-Berry,18437
272124,9056,46.0693,0.2164,Terres Rouges a Chataigniers,16372
272160,4070,43.5709,2.1882,Plaine de l Albigeois et du Castra,81153
272172,4071,43.5709,2.2871,Plaine de l Albigeois et du Castra,81153
272184,4212,43.6426,2.089,Plaine de l Albigeois et du Castra,81153
272196,4213,43.6428,2.188,Plaine de l Albigeois et du Castra,81153
272208,4352,43.7134,1.7913,Plaine de l Albigeois et du Castra,81153
272220,4353,43.7139,1.8904,Plaine de l Albigeois et du Castra,81153
272232,4354,43.7142,1.9896,Plaine de l Albigeois et du Castra,81153
272244,4355,43.7145,2.0887,Plaine de l Albigeois et du Castra,81153
272256,4356,43.7147,2.1879,Plaine de l Albigeois et du Castra,81153
272268,4495,43.7853,1.7906,Plaine de l Albigeois et du Castra,81153
272280,4496,43.7858,1.8899,Plaine de l Albigeois et du Castra,81153
272292,4497,43.7861,1.9891,Plaine de l Albigeois et du Castra,81153
272304,4498,43.7864,2.0884,Plaine de l Albigeois et du Castra,81153
272316,4499,43.7866,2.1877,Plaine de l Albigeois et du Castra,81153
272328,4640,43.858,1.9887,Plaine de l Albigeois et du Castra,81153
272340,4641,43.8583,2.0881,Plaine de l Albigeois et du Castra,81153
272352,4642,43.8585,2.1875,Plaine de l Albigeois et du Castra,81153
272364,4784,43.9302,2.0878,Plaine de l Albigeois et du Castra,81153
272376,4785,43.9304,2.1873,Plaine de l Albigeois et du Castra,81153
272388,4927,44.0022,2.0875,Plaine de l Albigeois et du Castra,81153
272400,4928,44.0023,2.1871,Plaine de l Albigeois et du Castra,81153
272916,8687,45.7997,6.4029,Pays de Thones,74227
272928,8829,45.8753,6.3054,Pays de Thones,74227
272940,8830,45.8716,6.4083,Pays de Thones,74227
272952,8972,45.9472,6.3106,Pays de Thones,74227
272964,8973,45.9435,6.4136,Pays de Thones,74227
272976,8974,45.9397,6.5166,Pays de Thones,74227
272988,9116,46.0154,6.419,Pays de Thones,74227
273000,9117,46.0116,6.5221,Pays de Thones,74227
273204,8971,45.9508,6.2075,Plateau des Bornes,74228
273216,9113,46.0262,6.1094,Plateau des Bornes,74228
273228,9114,46.0227,6.2126,Plateau des Bornes,74228
273240,9115,46.0191,6.3158,Plateau des Bornes,74228
273252,9257,46.0945,6.2177,Plateau des Bornes,74228
273384,12382,47.7312,4.0964,Vallees de l Yonne a la Marne,89322
273396,12383,47.7295,4.203,Vallees de l Yonne a la Marne,89322
273408,12519,47.811,3.458,Vallees de l Yonne a la Marne,89322
273420,12520,47.81,3.5648,Vallees de l Yonne a la Marne,89322
273432,12521,47.8088,3.6716,Vallees de l Yonne a la Marne,89322
273444,12524,47.8047,3.992,Vallees de l Yonne a la Marne,89322
273456,12525,47.8031,4.0987,Vallees de l Yonne a la Marne,89322
273468,12662,47.883,3.4596,Vallees de l Yonne a la Marne,89322
273480,12663,47.8819,3.5665,Vallees de l Yonne a la Marne,89322
273492,12664,47.8807,3.6734,Vallees de l Yonne a la Marne,89322
273504,12668,47.875,4.1011,Vallees de l Yonne a la Marne,89322
273516,12804,47.9559,3.354,Vallees de l Yonne a la Marne,89322
273528,12805,47.9549,3.4611,Vallees de l Yonne a la Marne,89322
273540,12806,47.9538,3.5682,Vallees de l Yonne a la Marne,89322
273552,12807,47.9527,3.6753,Vallees de l Yonne a la Marne,89322
273564,12808,47.9514,3.7823,Vallees de l Yonne a la Marne,89322
273576,12809,47.95,3.8894,Vallees de l Yonne a la Marne,89322
273588,12946,48.0287,3.2482,Vallees de l Yonne a la Marne,89322
273600,12947,48.0278,3.3554,Vallees de l Yonne a la Marne,89322
273612,12948,48.0268,3.4626,Vallees de l Yonne a la Marne,89322
273624,12949,48.0258,3.5699,Vallees de l Yonne a la Marne,89322
273636,12950,48.0246,3.6771,Vallees de l Yonne a la Marne,89322
273648,12951,48.0233,3.7843,Vallees de l Yonne a la Marne,89322
274212,14268,48.5857,7.0545,Montagne Vosgienne,57307
274224,14269,48.5813,7.1627,Montagne Vosgienne,57307
274236,14412,48.6531,7.1694,Montagne Vosgienne,57307
274248,14413,48.6486,7.2777,Montagne Vosgienne,57307
274260,14555,48.7249,7.176,Montagne Vosgienne,57307
274272,15129,49.0028,7.4211,Montagne Vosgienne,57307
274284,15130,48.9981,7.5301,Montagne Vosgienne,57307
274296,15272,49.0746,7.4281,Montagne Vosgienne,57307
274308,15273,49.0699,7.5373,Montagne Vosgienne,57307
274320,15415,49.1463,7.4352,Montagne Vosgienne,57307
274572,15369,49.2547,2.3914,Clermontois,60042
274584,15511,49.3266,2.2815,Clermontois,60042
274596,15512,49.3266,2.3915,Clermontois,60042
274608,15513,49.3265,2.5014,Clermontois,60042
274620,15653,49.3983,2.1713,Clermontois,60042
274632,15655,49.3984,2.3916,Clermontois,60042
274644,15656,49.3983,2.5017,Clermontois,60042
274824,14113,48.5585,5.7502,Cotes de Meuse,54313
274836,14257,48.6272,5.8633,Cotes de Meuse,54313
274896,14206,48.6626,0.328,Marlerault,61088
274908,14348,48.7326,0.2166,Marlerault,61088
274968,4500,43.7867,2.2869,Segala et Chataigneraie,81409
274980,4643,43.8586,2.2869,Segala et Chataigneraie,81409
274992,4644,43.8586,2.3863,Segala et Chataigneraie,81409
275004,4645,43.8585,2.4857,Segala et Chataigneraie,81409
275016,4786,43.9305,2.2868,Segala et Chataigneraie,81409
275028,4787,43.9305,2.3863,Segala et Chataigneraie,81409
275040,4788,43.9304,2.4858,Segala et Chataigneraie,81409
275052,4929,44.0024,2.2867,Segala et Chataigneraie,81409
275064,4930,44.0024,2.3864,Segala et Chataigneraie,81409
275076,4931,44.0023,2.486,Segala et Chataigneraie,81409
275088,5069,44.0738,1.9874,Segala et Chataigneraie,81409
275100,5070,44.0741,2.0871,Segala et Chataigneraie,81409
275112,5071,44.0743,2.1869,Segala et Chataigneraie,81409
275124,5072,44.0744,2.2867,Segala et Chataigneraie,81409
275136,5073,44.0744,2.3865,Segala et Chataigneraie,81409
275148,5212,44.1457,1.9869,Segala et Chataigneraie,81409
275160,5213,44.146,2.0868,Segala et Chataigneraie,81409
275172,5214,44.1462,2.1867,Segala et Chataigneraie,81409
275616,12933,48.0312,1.8539,Beauce,45342
275628,12935,48.0319,2.0684,Beauce,45342
275640,13077,48.1036,1.9606,Beauce,45342
275652,13078,48.1039,2.068,Beauce,45342
275664,13079,48.1041,2.1754,Beauce,45342
275676,13221,48.1758,2.0676,Beauce,45342
275688,13222,48.176,2.1752,Beauce,45342
275700,13223,48.1761,2.2827,Beauce,45342
275712,13364,48.2477,2.0673,Beauce,45342
275724,13365,48.2479,2.175,Beauce,45342
275736,13366,48.248,2.2827,Beauce,45342
275748,13367,48.248,2.3904,Beauce,45342
276048,11041,47.029,-1.6122,Pays de Retz,44108
276060,11181,47.0896,-1.9332,Pays de Retz,44108
276072,11182,47.0934,-1.8279,Pays de Retz,44108
276084,11183,47.0972,-1.7227,Pays de Retz,44108
276096,11184,47.1009,-1.6174,Pays de Retz,44108
276108,11322,47.1534,-2.1496,Pays de Retz,44108
276120,11323,47.1575,-2.0442,Pays de Retz,44108
276132,11324,47.1614,-1.9389,Pays de Retz,44108
276144,11326,47.1691,-1.7281,Pays de Retz,44108
276156,11466,47.2293,-2.0501,Pays de Retz,44108
276408,14363,48.7505,1.8472,Plaine de Versailles,78053
276420,14505,48.8219,1.7376,Plaine de Versailles,78053
276432,14506,48.8224,1.8465,Plaine de Versailles,78053
276444,14507,48.8228,1.9554,Plaine de Versailles,78053
276456,14508,48.8231,2.0643,Plaine de Versailles,78053
276468,14648,48.8938,1.7368,Plaine de Versailles,78053
276480,14649,48.8943,1.8458,Plaine de Versailles,78053
276492,14650,48.8947,1.9549,Plaine de Versailles,78053
276696,14541,48.7771,5.6557,Woevre,55316
276708,14684,48.8489,5.6603,Woevre,55316
276720,14685,48.8458,5.7692,Woevre,55316
276732,14827,48.9208,5.6649,Woevre,55316
276744,14970,48.9926,5.6695,Woevre,55316
276756,14971,48.9895,5.7787,Woevre,55316
276768,15113,49.0644,5.6742,Woevre,55316
276780,15114,49.0613,5.7835,Woevre,55316
276792,15255,49.1392,5.5694,Woevre,55316
276804,15256,49.1362,5.6788,Woevre,55316
276816,15398,49.2111,5.5739,Woevre,55316
276828,15399,49.2081,5.6835,Woevre,55316
276840,15540,49.2858,5.4686,Woevre,55316
276852,15541,49.2829,5.5784,Woevre,55316
276864,15542,49.2799,5.6882,Woevre,55316
276876,15682,49.3604,5.3631,Woevre,55316
276888,15683,49.3576,5.473,Woevre,55316
276900,15684,49.3547,5.5829,Woevre,55316
276912,15685,49.3517,5.6929,Woevre,55316
276924,15824,49.4349,5.2572,Woevre,55316
277416,4612,43.8135,-0.7926,Marsan,40133
277428,4613,43.8163,-0.6933,Marsan,40133
277440,4614,43.819,-0.5941,Marsan,40133
277452,4615,43.8217,-0.4948,Marsan,40133
277464,4616,43.8242,-0.3956,Marsan,40133
277476,4756,43.8882,-0.6972,Marsan,40133
277488,4757,43.8909,-0.5978,Marsan,40133
277500,4758,43.8935,-0.4984,Marsan,40133
277512,4759,43.8961,-0.399,Marsan,40133
277740,4343,43.7052,0.8992,Lomagne,32384
277752,4485,43.7758,0.7982,Lomagne,32384
277764,4628,43.8477,0.7962,Lomagne,32384
277776,4771,43.9196,0.7943,Lomagne,32384
277788,4913,43.99,0.6927,Lomagne,32384
277800,4914,43.9915,0.7923,Lomagne,32384
